2024-11-21 16:13:32.965 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2024-11-21 22:44:20.726 | SUCCESS  | chatchat.cli:init:54 - 初始化知识库数据库：成功。
2024-11-21 22:44:20.986 | SUCCESS  | chatchat.cli:init:66 - 生成默认配置文件：成功。
2024-11-21 22:44:20.986 | SUCCESS  | chatchat.cli:init:67 - 请先检查确认 model_settings.yaml 里模型平台、LLM模型和Embed模型信息已经正确
2024-11-21 22:44:20.986 | SUCCESS  | chatchat.cli:init:76 - 执行 chatchat kb -r 初始化知识库，然后 chatchat start -a 启动服务。
2024-11-21 22:49:09.046 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-21 22:49:09.069 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-21 22:49:09.079 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-21 22:49:09.091 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-21 22:49:09.101 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-21 22:49:09.120 | SUCCESS  | chatchat.cli:init:47 - 开始初始化项目数据目录：/home/angus/langchain-data
2024-11-21 22:49:09.120 | SUCCESS  | chatchat.cli:init:49 - 创建所有数据目录：成功。
2024-11-21 22:49:09.124 | SUCCESS  | chatchat.cli:init:52 - 复制 samples 知识库文件：成功。
2024-11-21 22:49:09.126 | SUCCESS  | chatchat.cli:init:54 - 初始化知识库数据库：成功。
2024-11-21 22:49:09.460 | SUCCESS  | chatchat.cli:init:66 - 生成默认配置文件：成功。
2024-11-21 22:49:09.460 | SUCCESS  | chatchat.cli:init:67 - 请先检查确认 model_settings.yaml 里模型平台、LLM模型和Embed模型信息已经正确
2024-11-21 22:49:09.460 | SUCCESS  | chatchat.cli:init:76 - 执行 chatchat kb -r 初始化知识库，然后 chatchat start -a 启动服务。
2024-11-22 17:02:38.763 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:38.780 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:38.790 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:38.800 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:38.810 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:40.113 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:40.134 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:40.145 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:40.155 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:40.164 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:40.186 | INFO     | chatchat.startup:start_main_server:257 - 正在启动服务：
2024-11-22 17:02:40.188 | INFO     | chatchat.startup:start_main_server:258 - 如需查看 llm_api 日志，请前往 /home/angus/langchain-data/data/logs
2024-11-22 17:02:41.513 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:41.533 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:41.544 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:41.554 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:41.564 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:41.578 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:42.090 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.091 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.091 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.091 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.104 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.288 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.353 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:42.395 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.405 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.415 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.425 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:42.554 | INFO     | chatchat.startup:run_api_server:55 - Api MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2024-11-22 17:02:43.980 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:02:43.998 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:44.008 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:44.018 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:44.028 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:02:44.030 | INFO     | chatchat.startup:run_webui:80 - Webui MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2024-11-22 17:02:49.851 | WARNING  | chatchat.startup:start_main_server:315 - Sending SIGKILL to %s
2024-11-22 17:02:49.852 | WARNING  | chatchat.startup:start_main_server:315 - Sending SIGKILL to %s
2024-11-22 17:02:49.853 | INFO     | chatchat.startup:start_main_server:326 - Process status: %s
2024-11-22 17:02:49.853 | INFO     | chatchat.startup:start_main_server:326 - Process status: %s
2024-11-22 17:03:02.658 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:03:02.674 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:02.684 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:02.694 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:02.704 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:04.024 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:03:04.044 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:04.055 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:04.065 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:04.074 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:04.095 | INFO     | chatchat.startup:start_main_server:257 - 正在启动服务：
2024-11-22 17:03:04.097 | INFO     | chatchat.startup:start_main_server:258 - 如需查看 llm_api 日志，请前往 /home/angus/langchain-data/data/logs
2024-11-22 17:03:05.390 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:03:05.407 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.417 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.427 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.436 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.449 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:03:05.908 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.908 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.908 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.908 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:05.921 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:06.043 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:06.092 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 17:03:06.130 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:06.140 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:06.149 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:03:06.160 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
